Sands_Main,Goblet_Main,Circlet_Main,%ATK,EM,%CRIT_DMG
%ATK,EM,%CRIT_DMG,9,11,10
%ATK,EM,%CRIT_DMG,10,10,10
%ATK,EM,%CRIT_DMG,11,9,10
%ATK,EM,%CRIT_DMG,12,8,10
%ATK,EM,%CRIT_DMG,0,15,15
%ATK,EM,%CRIT_DMG,1,15,14
%ATK,EM,%CRIT_DMG,2,15,13
%ATK,EM,%CRIT_DMG,3,15,12
%ATK,EM,%CRIT_DMG,4,15,11
%ATK,EM,%CRIT_DMG,5,15,10
%ATK,EM,%CRIT_DMG,6,15,9
%ATK,EM,%CRIT_DMG,7,14,9
%ATK,EM,%CRIT_DMG,8,13,9
%ATK,EM,%CRIT_DMG,9,12,9
%ATK,EM,%CRIT_DMG,10,11,9
%ATK,EM,%CRIT_DMG,11,10,9
%ATK,EM,%CRIT_DMG,12,9,9
%ATK,EM,%CRIT_DMG,0,16,14
%ATK,EM,%CRIT_DMG,1,16,13
%ATK,EM,%CRIT_DMG,2,16,12
%ATK,EM,%CRIT_DMG,3,16,11
%ATK,EM,%CRIT_DMG,4,16,10
%ATK,EM,%CRIT_DMG,5,16,9
%ATK,EM,%CRIT_DMG,6,16,8
%ATK,EM,%CRIT_DMG,7,15,8
%ATK,EM,%CRIT_DMG,8,14,8
%ATK,EM,%CRIT_DMG,9,13,8
%ATK,EM,%CRIT_DMG,10,12,8
%ATK,EM,%CRIT_DMG,11,11,8
%ATK,EM,%CRIT_DMG,12,10,8
%ATK,EM,%CRIT_DMG,0,17,13
%ATK,EM,%CRIT_DMG,1,17,12
%ATK,EM,%CRIT_DMG,2,17,11
%ATK,EM,%CRIT_DMG,3,17,10
%ATK,EM,%CRIT_DMG,4,17,9
%ATK,EM,%CRIT_DMG,5,17,8
%ATK,EM,%CRIT_DMG,6,17,7
%ATK,EM,%CRIT_DMG,7,16,7
%ATK,EM,%CRIT_DMG,8,15,7
%ATK,EM,%CRIT_DMG,9,14,7
%ATK,EM,%CRIT_DMG,10,13,7
%ATK,EM,%CRIT_DMG,11,12,7
%ATK,EM,%CRIT_DMG,12,11,7
%ATK,EM,%CRIT_DMG,0,18,12
%ATK,EM,%CRIT_DMG,1,18,11
%ATK,EM,%CRIT_DMG,2,18,10
%ATK,EM,%CRIT_DMG,3,18,9
%ATK,EM,%CRIT_DMG,4,18,8
%ATK,EM,%CRIT_DMG,5,18,7
%ATK,EM,%CRIT_DMG,6,18,6
%ATK,EM,%CRIT_DMG,7,17,6
%ATK,EM,%CRIT_DMG,8,16,6
%ATK,EM,%CRIT_DMG,9,15,6
%ATK,EM,%CRIT_DMG,10,14,6
%ATK,EM,%CRIT_DMG,11,13,6
%ATK,EM,%CRIT_DMG,12,12,6
%ATK,EM,%CRIT_DMG,13,0,17
%ATK,EM,%CRIT_DMG,13,1,16
%ATK,EM,%CRIT_DMG,13,2,15
%ATK,EM,%CRIT_DMG,13,3,14
%ATK,EM,%CRIT_DMG,13,4,13
%ATK,EM,%CRIT_DMG,13,5,12
%ATK,EM,%CRIT_DMG,13,6,11
%ATK,EM,%CRIT_DMG,13,7,10
%ATK,EM,%CRIT_DMG,13,8,9
%ATK,EM,%CRIT_DMG,13,9,8
%ATK,EM,%CRIT_DMG,13,10,7
%ATK,EM,%CRIT_DMG,13,11,6
%ATK,EM,%CRIT_DMG,14,0,16
%ATK,EM,%CRIT_DMG,14,1,15
%ATK,EM,%CRIT_DMG,14,2,14
%ATK,EM,%CRIT_DMG,14,3,13
%ATK,EM,%CRIT_DMG,14,4,12
%ATK,EM,%CRIT_DMG,14,5,11
%ATK,EM,%CRIT_DMG,14,6,10
%ATK,EM,%CRIT_DMG,14,7,9
%ATK,EM,%CRIT_DMG,14,8,8
%ATK,EM,%CRIT_DMG,14,9,7
%ATK,EM,%CRIT_DMG,14,10,6
%ATK,EM,%CRIT_DMG,15,0,15
%ATK,EM,%CRIT_DMG,15,1,14
%ATK,EM,%CRIT_DMG,15,2,13
%ATK,EM,%CRIT_DMG,15,3,12
%ATK,EM,%CRIT_DMG,15,4,11
%ATK,EM,%CRIT_DMG,15,5,10
%ATK,EM,%CRIT_DMG,15,6,9
%ATK,EM,%CRIT_DMG,15,7,8
%ATK,EM,%CRIT_DMG,15,8,7
%ATK,EM,%CRIT_DMG,15,9,6
%ATK,EM,%CRIT_DMG,16,0,14
%ATK,EM,%CRIT_DMG,16,1,13
%ATK,EM,%CRIT_DMG,16,2,12
%ATK,EM,%CRIT_DMG,16,3,11
%ATK,EM,%CRIT_DMG,16,4,10
%ATK,EM,%CRIT_DMG,16,5,9
%ATK,EM,%CRIT_DMG,16,6,8
%ATK,EM,%CRIT_DMG,16,7,7
%ATK,EM,%CRIT_DMG,16,8,6
%ATK,EM,%CRIT_DMG,17,0,13
%ATK,EM,%CRIT_DMG,17,1,12
%ATK,EM,%CRIT_DMG,17,2,11
%ATK,EM,%CRIT_DMG,17,3,10
%ATK,EM,%CRIT_DMG,17,4,9
%ATK,EM,%CRIT_DMG,17,5,8
%ATK,EM,%CRIT_DMG,17,6,7
%ATK,EM,%CRIT_DMG,17,7,6
%ATK,EM,%CRIT_DMG,18,0,12
%ATK,EM,%CRIT_DMG,18,1,11
%ATK,EM,%CRIT_DMG,18,2,10
%ATK,EM,%CRIT_DMG,18,3,9
%ATK,EM,%CRIT_DMG,18,4,8
%ATK,EM,%CRIT_DMG,18,5,7
%ATK,EM,%CRIT_DMG,18,6,6
%ATK,EM,%CRIT_DMG,0,19,11
%ATK,EM,%CRIT_DMG,1,19,10
%ATK,EM,%CRIT_DMG,2,19,9
%ATK,EM,%CRIT_DMG,3,19,8
%ATK,EM,%CRIT_DMG,4,19,7
%ATK,EM,%CRIT_DMG,5,19,6
%ATK,EM,%CRIT_DMG,6,19,5
%ATK,EM,%CRIT_DMG,7,18,5
%ATK,EM,%CRIT_DMG,8,17,5
%ATK,EM,%CRIT_DMG,9,16,5
%ATK,EM,%CRIT_DMG,10,15,5
%ATK,EM,%CRIT_DMG,11,14,5
%ATK,EM,%CRIT_DMG,12,13,5
%ATK,EM,%CRIT_DMG,13,12,5
%ATK,EM,%CRIT_DMG,14,11,5
%ATK,EM,%CRIT_DMG,15,10,5
%ATK,EM,%CRIT_DMG,16,9,5
%ATK,EM,%CRIT_DMG,17,8,5
%ATK,EM,%CRIT_DMG,18,7,5
%ATK,EM,%CRIT_DMG,0,20,10
%ATK,EM,%CRIT_DMG,1,20,9
%ATK,EM,%CRIT_DMG,2,20,8
%ATK,EM,%CRIT_DMG,3,20,7
%ATK,EM,%CRIT_DMG,4,20,6
%ATK,EM,%CRIT_DMG,5,20,5
%ATK,EM,%CRIT_DMG,6,20,4
%ATK,EM,%CRIT_DMG,7,19,4
%ATK,EM,%CRIT_DMG,8,18,4
%ATK,EM,%CRIT_DMG,9,17,4
%ATK,EM,%CRIT_DMG,10,16,4
%ATK,EM,%CRIT_DMG,11,15,4
%ATK,EM,%CRIT_DMG,12,14,4
%ATK,EM,%CRIT_DMG,13,13,4
%ATK,EM,%CRIT_DMG,14,12,4
%ATK,EM,%CRIT_DMG,15,11,4
%ATK,EM,%CRIT_DMG,16,10,4
%ATK,EM,%CRIT_DMG,17,9,4
%ATK,EM,%CRIT_DMG,18,8,4
%ATK,EM,%CRIT_DMG,0,21,9
%ATK,EM,%CRIT_DMG,1,21,8
%ATK,EM,%CRIT_DMG,2,21,7
%ATK,EM,%CRIT_DMG,3,21,6
%ATK,EM,%CRIT_DMG,4,21,5
%ATK,EM,%CRIT_DMG,5,21,4
%ATK,EM,%CRIT_DMG,6,21,3
%ATK,EM,%CRIT_DMG,7,20,3
%ATK,EM,%CRIT_DMG,8,19,3
%ATK,EM,%CRIT_DMG,9,18,3
%ATK,EM,%CRIT_DMG,10,17,3
%ATK,EM,%CRIT_DMG,11,16,3
%ATK,EM,%CRIT_DMG,12,15,3
%ATK,EM,%CRIT_DMG,13,14,3
%ATK,EM,%CRIT_DMG,14,13,3
%ATK,EM,%CRIT_DMG,15,12,3
%ATK,EM,%CRIT_DMG,16,11,3
%ATK,EM,%CRIT_DMG,17,10,3
%ATK,EM,%CRIT_DMG,18,9,3
%ATK,EM,%CRIT_DMG,0,22,8
%ATK,EM,%CRIT_DMG,1,22,7
%ATK,EM,%CRIT_DMG,2,22,6
%ATK,EM,%CRIT_DMG,3,22,5
%ATK,EM,%CRIT_DMG,4,22,4
%ATK,EM,%CRIT_DMG,5,22,3
%ATK,EM,%CRIT_DMG,6,22,2
%ATK,EM,%CRIT_DMG,7,21,2
%ATK,EM,%CRIT_DMG,8,20,2
%ATK,EM,%CRIT_DMG,9,19,2
%ATK,EM,%CRIT_DMG,10,18,2
%ATK,EM,%CRIT_DMG,11,17,2
%ATK,EM,%CRIT_DMG,12,16,2
%ATK,EM,%CRIT_DMG,13,15,2
%ATK,EM,%CRIT_DMG,14,14,2
%ATK,EM,%CRIT_DMG,15,13,2
%ATK,EM,%CRIT_DMG,16,12,2
%ATK,EM,%CRIT_DMG,17,11,2
%ATK,EM,%CRIT_DMG,18,10,2
%ATK,EM,%CRIT_DMG,0,23,7
%ATK,EM,%CRIT_DMG,1,23,6
%ATK,EM,%CRIT_DMG,2,23,5
%ATK,EM,%CRIT_DMG,3,23,4
%ATK,EM,%CRIT_DMG,4,23,3
%ATK,EM,%CRIT_DMG,5,23,2
%ATK,EM,%CRIT_DMG,6,23,1
%ATK,EM,%CRIT_DMG,7,22,1
%ATK,EM,%CRIT_DMG,8,21,1
%ATK,EM,%CRIT_DMG,9,20,1
%ATK,EM,%CRIT_DMG,10,19,1
%ATK,EM,%CRIT_DMG,11,18,1
%ATK,EM,%CRIT_DMG,12,17,1
%ATK,EM,%CRIT_DMG,13,16,1
%ATK,EM,%CRIT_DMG,14,15,1
%ATK,EM,%CRIT_DMG,15,14,1
%ATK,EM,%CRIT_DMG,16,13,1
%ATK,EM,%CRIT_DMG,17,12,1
%ATK,EM,%CRIT_DMG,18,11,1
%ATK,EM,%CRIT_DMG,0,24,6
%ATK,EM,%CRIT_DMG,1,24,5
%ATK,EM,%CRIT_DMG,2,24,4
%ATK,EM,%CRIT_DMG,3,24,3
%ATK,EM,%CRIT_DMG,4,24,2
%ATK,EM,%CRIT_DMG,5,24,1
%ATK,EM,%CRIT_DMG,6,24,0
%ATK,EM,%CRIT_DMG,7,23,0
%ATK,EM,%CRIT_DMG,8,22,0
%ATK,EM,%CRIT_DMG,9,21,0
%ATK,EM,%CRIT_DMG,10,20,0
%ATK,EM,%CRIT_DMG,11,19,0
%ATK,EM,%CRIT_DMG,12,18,0
%ATK,EM,%CRIT_DMG,13,17,0
%ATK,EM,%CRIT_DMG,14,16,0
%ATK,EM,%CRIT_DMG,15,15,0
%ATK,EM,%CRIT_DMG,16,14,0
%ATK,EM,%CRIT_DMG,17,13,0
%ATK,EM,%CRIT_DMG,18,12,0
%ATK,EM,%CRIT_DMG,19,0,11
%ATK,EM,%CRIT_DMG,19,1,10
%ATK,EM,%CRIT_DMG,19,2,9
%ATK,EM,%CRIT_DMG,19,3,8
%ATK,EM,%CRIT_DMG,19,4,7
%ATK,EM,%CRIT_DMG,19,5,6
%ATK,EM,%CRIT_DMG,19,6,5
%ATK,EM,%CRIT_DMG,19,7,4
%ATK,EM,%CRIT_DMG,19,8,3
%ATK,EM,%CRIT_DMG,19,9,2
%ATK,EM,%CRIT_DMG,19,10,1
%ATK,EM,%CRIT_DMG,19,11,0
%ATK,EM,%CRIT_DMG,20,0,10
%ATK,EM,%CRIT_DMG,20,1,9
%ATK,EM,%CRIT_DMG,20,2,8
%ATK,EM,%CRIT_DMG,20,3,7
%ATK,EM,%CRIT_DMG,20,4,6
%ATK,EM,%CRIT_DMG,20,5,5
%ATK,EM,%CRIT_DMG,20,6,4
%ATK,EM,%CRIT_DMG,20,7,3
%ATK,EM,%CRIT_DMG,20,8,2
%ATK,EM,%CRIT_DMG,20,9,1
%ATK,EM,%CRIT_DMG,20,10,0
%ATK,EM,%CRIT_DMG,21,0,9
%ATK,EM,%CRIT_DMG,21,1,8
%ATK,EM,%CRIT_DMG,21,2,7
%ATK,EM,%CRIT_DMG,21,3,6
%ATK,EM,%CRIT_DMG,21,4,5
%ATK,EM,%CRIT_DMG,21,5,4
%ATK,EM,%CRIT_DMG,21,6,3
%ATK,EM,%CRIT_DMG,21,7,2
%ATK,EM,%CRIT_DMG,21,8,1
%ATK,EM,%CRIT_DMG,21,9,0
%ATK,EM,%CRIT_DMG,22,0,8
%ATK,EM,%CRIT_DMG,22,1,7
%ATK,EM,%CRIT_DMG,22,2,6
%ATK,EM,%CRIT_DMG,22,3,5
%ATK,EM,%CRIT_DMG,22,4,4
%ATK,EM,%CRIT_DMG,22,5,3
%ATK,EM,%CRIT_DMG,22,6,2
%ATK,EM,%CRIT_DMG,22,7,1
%ATK,EM,%CRIT_DMG,22,8,0
%ATK,EM,%CRIT_DMG,23,0,7
%ATK,EM,%CRIT_DMG,23,1,6
%ATK,EM,%CRIT_DMG,23,2,5
%ATK,EM,%CRIT_DMG,23,3,4
%ATK,EM,%CRIT_DMG,23,4,3
%ATK,EM,%CRIT_DMG,23,5,2
%ATK,EM,%CRIT_DMG,23,6,1
%ATK,EM,%CRIT_DMG,23,7,0
%ATK,EM,%CRIT_DMG,24,0,6
%ATK,EM,%CRIT_DMG,24,1,5
%ATK,EM,%CRIT_DMG,24,2,4
%ATK,EM,%CRIT_DMG,24,3,3
%ATK,EM,%CRIT_DMG,24,4,2
%ATK,EM,%CRIT_DMG,24,5,1
%ATK,EM,%CRIT_DMG,24,6,0
EM,EM,%CRIT_DMG,0,6,24
EM,EM,%CRIT_DMG,1,5,24
EM,EM,%CRIT_DMG,2,4,24
EM,EM,%CRIT_DMG,3,3,24
EM,EM,%CRIT_DMG,4,2,24
EM,EM,%CRIT_DMG,5,1,24
EM,EM,%CRIT_DMG,6,0,24
EM,EM,%CRIT_DMG,1,6,23
EM,EM,%CRIT_DMG,2,5,23
EM,EM,%CRIT_DMG,3,4,23
EM,EM,%CRIT_DMG,4,3,23
EM,EM,%CRIT_DMG,5,2,23
EM,EM,%CRIT_DMG,6,1,23
EM,EM,%CRIT_DMG,7,0,23
EM,EM,%CRIT_DMG,2,6,22
EM,EM,%CRIT_DMG,3,5,22
EM,EM,%CRIT_DMG,4,4,22
EM,EM,%CRIT_DMG,5,3,22
EM,EM,%CRIT_DMG,6,2,22
EM,EM,%CRIT_DMG,7,1,22
EM,EM,%CRIT_DMG,8,0,22
EM,EM,%CRIT_DMG,3,6,21
EM,EM,%CRIT_DMG,4,5,21
EM,EM,%CRIT_DMG,5,4,21
EM,EM,%CRIT_DMG,6,3,21
EM,EM,%CRIT_DMG,7,2,21
EM,EM,%CRIT_DMG,8,1,21
EM,EM,%CRIT_DMG,9,0,21
EM,EM,%CRIT_DMG,4,6,20
EM,EM,%CRIT_DMG,5,5,20
EM,EM,%CRIT_DMG,6,4,20
EM,EM,%CRIT_DMG,7,3,20
EM,EM,%CRIT_DMG,8,2,20
EM,EM,%CRIT_DMG,9,1,20
EM,EM,%CRIT_DMG,10,0,20
EM,EM,%CRIT_DMG,5,6,19
EM,EM,%CRIT_DMG,6,5,19
EM,EM,%CRIT_DMG,7,4,19
EM,EM,%CRIT_DMG,8,3,19
EM,EM,%CRIT_DMG,9,2,19
EM,EM,%CRIT_DMG,10,1,19
EM,EM,%CRIT_DMG,11,0,19
EM,EM,%CRIT_DMG,6,6,18
EM,EM,%CRIT_DMG,7,5,18
EM,EM,%CRIT_DMG,8,4,18
EM,EM,%CRIT_DMG,9,3,18
EM,EM,%CRIT_DMG,10,2,18
EM,EM,%CRIT_DMG,11,1,18
EM,EM,%CRIT_DMG,12,0,18
EM,EM,%CRIT_DMG,7,6,17
EM,EM,%CRIT_DMG,8,5,17
EM,EM,%CRIT_DMG,9,4,17
EM,EM,%CRIT_DMG,10,3,17
EM,EM,%CRIT_DMG,11,2,17
EM,EM,%CRIT_DMG,12,1,17
EM,EM,%CRIT_DMG,13,0,17
EM,EM,%CRIT_DMG,8,6,16
EM,EM,%CRIT_DMG,9,5,16
EM,EM,%CRIT_DMG,10,4,16
EM,EM,%CRIT_DMG,11,3,16
EM,EM,%CRIT_DMG,12,2,16
EM,EM,%CRIT_DMG,13,1,16
EM,EM,%CRIT_DMG,14,0,16
EM,EM,%CRIT_DMG,9,6,15
EM,EM,%CRIT_DMG,10,5,15
EM,EM,%CRIT_DMG,11,4,15
EM,EM,%CRIT_DMG,12,3,15
EM,EM,%CRIT_DMG,13,2,15
EM,EM,%CRIT_DMG,14,1,15
EM,EM,%CRIT_DMG,15,0,15
EM,EM,%CRIT_DMG,10,6,14
EM,EM,%CRIT_DMG,11,5,14
EM,EM,%CRIT_DMG,12,4,14
EM,EM,%CRIT_DMG,13,3,14
EM,EM,%CRIT_DMG,14,2,14
EM,EM,%CRIT_DMG,15,1,14
EM,EM,%CRIT_DMG,16,0,14
EM,EM,%CRIT_DMG,11,6,13
EM,EM,%CRIT_DMG,12,5,13
EM,EM,%CRIT_DMG,13,4,13
EM,EM,%CRIT_DMG,14,3,13
EM,EM,%CRIT_DMG,15,2,13
EM,EM,%CRIT_DMG,16,1,13
EM,EM,%CRIT_DMG,17,0,13
EM,EM,%CRIT_DMG,12,6,12
EM,EM,%CRIT_DMG,13,5,12
EM,EM,%CRIT_DMG,14,4,12
EM,EM,%CRIT_DMG,15,3,12
EM,EM,%CRIT_DMG,16,2,12
EM,EM,%CRIT_DMG,17,1,12
EM,EM,%CRIT_DMG,18,0,12
EM,EM,%CRIT_DMG,0,7,23
EM,EM,%CRIT_DMG,1,7,22
EM,EM,%CRIT_DMG,2,7,21
EM,EM,%CRIT_DMG,3,7,20
EM,EM,%CRIT_DMG,4,7,19
EM,EM,%CRIT_DMG,5,7,18
EM,EM,%CRIT_DMG,6,7,17
EM,EM,%CRIT_DMG,7,7,16
EM,EM,%CRIT_DMG,8,7,15
EM,EM,%CRIT_DMG,9,7,14
EM,EM,%CRIT_DMG,10,7,13
EM,EM,%CRIT_DMG,11,7,12
EM,EM,%CRIT_DMG,12,7,11
EM,EM,%CRIT_DMG,13,6,11
EM,EM,%CRIT_DMG,14,5,11
EM,EM,%CRIT_DMG,15,4,11
EM,EM,%CRIT_DMG,16,3,11
EM,EM,%CRIT_DMG,17,2,11
EM,EM,%CRIT_DMG,18,1,11
EM,EM,%CRIT_DMG,0,8,22
EM,EM,%CRIT_DMG,1,8,21
EM,EM,%CRIT_DMG,2,8,20
EM,EM,%CRIT_DMG,3,8,19
EM,EM,%CRIT_DMG,4,8,18
EM,EM,%CRIT_DMG,5,8,17
EM,EM,%CRIT_DMG,6,8,16
EM,EM,%CRIT_DMG,7,8,15
EM,EM,%CRIT_DMG,8,8,14
EM,EM,%CRIT_DMG,9,8,13
EM,EM,%CRIT_DMG,10,8,12
EM,EM,%CRIT_DMG,11,8,11
EM,EM,%CRIT_DMG,12,8,10
EM,EM,%CRIT_DMG,13,7,10
EM,EM,%CRIT_DMG,14,6,10
EM,EM,%CRIT_DMG,15,5,10
EM,EM,%CRIT_DMG,16,4,10
EM,EM,%CRIT_DMG,17,3,10
EM,EM,%CRIT_DMG,18,2,10
EM,EM,%CRIT_DMG,0,9,21
EM,EM,%CRIT_DMG,1,9,20
EM,EM,%CRIT_DMG,2,9,19
EM,EM,%CRIT_DMG,3,9,18
EM,EM,%CRIT_DMG,4,9,17
EM,EM,%CRIT_DMG,5,9,16
EM,EM,%CRIT_DMG,6,9,15
EM,EM,%CRIT_DMG,7,9,14
EM,EM,%CRIT_DMG,8,9,13
EM,EM,%CRIT_DMG,9,9,12
EM,EM,%CRIT_DMG,10,9,11
EM,EM,%CRIT_DMG,11,9,10
EM,EM,%CRIT_DMG,12,9,9
EM,EM,%CRIT_DMG,13,8,9
EM,EM,%CRIT_DMG,14,7,9
EM,EM,%CRIT_DMG,15,6,9
EM,EM,%CRIT_DMG,16,5,9
EM,EM,%CRIT_DMG,17,4,9
EM,EM,%CRIT_DMG,18,3,9
EM,EM,%CRIT_DMG,0,10,20
EM,EM,%CRIT_DMG,1,10,19
EM,EM,%CRIT_DMG,2,10,18
EM,EM,%CRIT_DMG,3,10,17
EM,EM,%CRIT_DMG,4,10,16
EM,EM,%CRIT_DMG,5,10,15
EM,EM,%CRIT_DMG,6,10,14
EM,EM,%CRIT_DMG,7,10,13
EM,EM,%CRIT_DMG,8,10,12
EM,EM,%CRIT_DMG,9,10,11
EM,EM,%CRIT_DMG,10,10,10
EM,EM,%CRIT_DMG,11,10,9
EM,EM,%CRIT_DMG,12,10,8
EM,EM,%CRIT_DMG,13,9,8
EM,EM,%CRIT_DMG,14,8,8
EM,EM,%CRIT_DMG,15,7,8
EM,EM,%CRIT_DMG,16,6,8
EM,EM,%CRIT_DMG,17,5,8
EM,EM,%CRIT_DMG,18,4,8
EM,EM,%CRIT_DMG,0,11,19
EM,EM,%CRIT_DMG,1,11,18
EM,EM,%CRIT_DMG,2,11,17
EM,EM,%CRIT_DMG,3,11,16
EM,EM,%CRIT_DMG,4,11,15
EM,EM,%CRIT_DMG,5,11,14
EM,EM,%CRIT_DMG,6,11,13
EM,EM,%CRIT_DMG,7,11,12
EM,EM,%CRIT_DMG,8,11,11
EM,EM,%CRIT_DMG,9,11,10
EM,EM,%CRIT_DMG,10,11,9
EM,EM,%CRIT_DMG,11,11,8
EM,EM,%CRIT_DMG,12,11,7
EM,EM,%CRIT_DMG,13,10,7
EM,EM,%CRIT_DMG,14,9,7
EM,EM,%CRIT_DMG,15,8,7
EM,EM,%CRIT_DMG,16,7,7
EM,EM,%CRIT_DMG,17,6,7
EM,EM,%CRIT_DMG,18,5,7
EM,EM,%CRIT_DMG,0,12,18
EM,EM,%CRIT_DMG,1,12,17
EM,EM,%CRIT_DMG,2,12,16
EM,EM,%CRIT_DMG,3,12,15
EM,EM,%CRIT_DMG,4,12,14
EM,EM,%CRIT_DMG,5,12,13
EM,EM,%CRIT_DMG,6,12,12
EM,EM,%CRIT_DMG,7,12,11
EM,EM,%CRIT_DMG,8,12,10
EM,EM,%CRIT_DMG,9,12,9
EM,EM,%CRIT_DMG,10,12,8
EM,EM,%CRIT_DMG,11,12,7
EM,EM,%CRIT_DMG,12,12,6
EM,EM,%CRIT_DMG,13,11,6
EM,EM,%CRIT_DMG,14,10,6
EM,EM,%CRIT_DMG,15,9,6
EM,EM,%CRIT_DMG,16,8,6
EM,EM,%CRIT_DMG,17,7,6
EM,EM,%CRIT_DMG,18,6,6
EM,EM,%CRIT_DMG,19,0,11
EM,EM,%CRIT_DMG,19,1,10
EM,EM,%CRIT_DMG,19,2,9
EM,EM,%CRIT_DMG,19,3,8
EM,EM,%CRIT_DMG,19,4,7
EM,EM,%CRIT_DMG,19,5,6
EM,EM,%CRIT_DMG,20,0,10
EM,EM,%CRIT_DMG,20,1,9
EM,EM,%CRIT_DMG,20,2,8
EM,EM,%CRIT_DMG,20,3,7
EM,EM,%CRIT_DMG,20,4,6
EM,EM,%CRIT_DMG,21,0,9
EM,EM,%CRIT_DMG,21,1,8
EM,EM,%CRIT_DMG,21,2,7
EM,EM,%CRIT_DMG,21,3,6
EM,EM,%CRIT_DMG,22,0,8
EM,EM,%CRIT_DMG,22,1,7
EM,EM,%CRIT_DMG,22,2,6
EM,EM,%CRIT_DMG,23,0,7
EM,EM,%CRIT_DMG,23,1,6
EM,EM,%CRIT_DMG,24,0,6
EM,EM,%CRIT_DMG,0,13,17
EM,EM,%CRIT_DMG,1,13,16
EM,EM,%CRIT_DMG,2,13,15
EM,EM,%CRIT_DMG,3,13,14
EM,EM,%CRIT_DMG,4,13,13
EM,EM,%CRIT_DMG,5,13,12
EM,EM,%CRIT_DMG,6,13,11
EM,EM,%CRIT_DMG,7,13,10
EM,EM,%CRIT_DMG,8,13,9
EM,EM,%CRIT_DMG,9,13,8
EM,EM,%CRIT_DMG,10,13,7
EM,EM,%CRIT_DMG,11,13,6
EM,EM,%CRIT_DMG,12,13,5
EM,EM,%CRIT_DMG,13,12,5
EM,EM,%CRIT_DMG,14,11,5
EM,EM,%CRIT_DMG,15,10,5
EM,EM,%CRIT_DMG,16,9,5
EM,EM,%CRIT_DMG,17,8,5
EM,EM,%CRIT_DMG,18,7,5
EM,EM,%CRIT_DMG,19,6,5
EM,EM,%CRIT_DMG,20,5,5
EM,EM,%CRIT_DMG,21,4,5
EM,EM,%CRIT_DMG,22,3,5
EM,EM,%CRIT_DMG,23,2,5
EM,EM,%CRIT_DMG,24,1,5
EM,EM,%CRIT_DMG,0,14,16
EM,EM,%CRIT_DMG,1,14,15
EM,EM,%CRIT_DMG,2,14,14
EM,EM,%CRIT_DMG,3,14,13
EM,EM,%CRIT_DMG,4,14,12
EM,EM,%CRIT_DMG,5,14,11
EM,EM,%CRIT_DMG,6,14,10
EM,EM,%CRIT_DMG,7,14,9
EM,EM,%CRIT_DMG,8,14,8
EM,EM,%CRIT_DMG,9,14,7
EM,EM,%CRIT_DMG,10,14,6
EM,EM,%CRIT_DMG,11,14,5
EM,EM,%CRIT_DMG,12,14,4
EM,EM,%CRIT_DMG,13,13,4
EM,EM,%CRIT_DMG,14,12,4
EM,EM,%CRIT_DMG,15,11,4
EM,EM,%CRIT_DMG,16,10,4
EM,EM,%CRIT_DMG,17,9,4
EM,EM,%CRIT_DMG,18,8,4
EM,EM,%CRIT_DMG,19,7,4
EM,EM,%CRIT_DMG,20,6,4
EM,EM,%CRIT_DMG,21,5,4
EM,EM,%CRIT_DMG,22,4,4
EM,EM,%CRIT_DMG,23,3,4
EM,EM,%CRIT_DMG,24,2,4
EM,EM,%CRIT_DMG,0,15,15
EM,EM,%CRIT_DMG,1,15,14
EM,EM,%CRIT_DMG,2,15,13
EM,EM,%CRIT_DMG,3,15,12
EM,EM,%CRIT_DMG,4,15,11
EM,EM,%CRIT_DMG,5,15,10
EM,EM,%CRIT_DMG,6,15,9
EM,EM,%CRIT_DMG,7,15,8
EM,EM,%CRIT_DMG,8,15,7
EM,EM,%CRIT_DMG,9,15,6
EM,EM,%CRIT_DMG,10,15,5
EM,EM,%CRIT_DMG,11,15,4
EM,EM,%CRIT_DMG,12,15,3
EM,EM,%CRIT_DMG,13,14,3
EM,EM,%CRIT_DMG,14,13,3
EM,EM,%CRIT_DMG,15,12,3
EM,EM,%CRIT_DMG,16,11,3
EM,EM,%CRIT_DMG,17,10,3
EM,EM,%CRIT_DMG,18,9,3
EM,EM,%CRIT_DMG,19,8,3
EM,EM,%CRIT_DMG,20,7,3
EM,EM,%CRIT_DMG,21,6,3
EM,EM,%CRIT_DMG,22,5,3
EM,EM,%CRIT_DMG,23,4,3
EM,EM,%CRIT_DMG,24,3,3
EM,EM,%CRIT_DMG,0,16,14
EM,EM,%CRIT_DMG,1,16,13
EM,EM,%CRIT_DMG,2,16,12
EM,EM,%CRIT_DMG,3,16,11
EM,EM,%CRIT_DMG,4,16,10
EM,EM,%CRIT_DMG,5,16,9
EM,EM,%CRIT_DMG,6,16,8
EM,EM,%CRIT_DMG,7,16,7
EM,EM,%CRIT_DMG,8,16,6
EM,EM,%CRIT_DMG,9,16,5
EM,EM,%CRIT_DMG,10,16,4
EM,EM,%CRIT_DMG,11,16,3
EM,EM,%CRIT_DMG,12,16,2
EM,EM,%CRIT_DMG,13,15,2
EM,EM,%CRIT_DMG,14,14,2
EM,EM,%CRIT_DMG,15,13,2
EM,EM,%CRIT_DMG,16,12,2
EM,EM,%CRIT_DMG,17,11,2
EM,EM,%CRIT_DMG,18,10,2
EM,EM,%CRIT_DMG,19,9,2
EM,EM,%CRIT_DMG,20,8,2
EM,EM,%CRIT_DMG,21,7,2
EM,EM,%CRIT_DMG,22,6,2
